iter	RMSE
2926	0.5651586994
2927	0.5651295455
2928	0.5651214838
2929	0.5650976294
2930	0.565067722
2931	0.5650332781
2932	0.5650059374
2933	0.5649948776
2934	0.5649644911
2935	0.5649391054
2936	0.5648867834
2937	0.5648460111
2938	0.5648295993
2939	0.5648162112
2940	0.5647861114
2941	0.5647502958
2942	0.5647212341
2943	0.5647028779
2944	0.5646946974
2945	0.5646744558
2946	0.5646437526
2947	0.5646236229
2948	0.5646041575
2949	0.5645699602
2950	0.56455694
2951	0.5645344755
2952	0.5645173983
2953	0.5644880216
2954	0.5644672487
2955	0.5644232636
2956	0.5644050555
2957	0.5643873748
2958	0.5643709052
2959	0.5643367241
2960	0.5642989665
2961	0.5642801186
2962	0.5642647675
2963	0.5642326064
2964	0.5642094016
2965	0.5641937204
2966	0.5641716006
2967	0.5641516308
2968	0.5641232162
2969	0.5640865492
2970	0.5640666045
2971	0.5640465326
2972	0.5640219701
2973	0.5639940267
2974	0.5639529878
2975	0.5639322252
2976	0.563879904
2977	0.5638543838
2978	0.5638108819
2979	0.5637801653
2980	0.5637448767
2981	0.5637264672
2982	0.5636926884
2983	0.5636621666
2984	0.5636535565
2985	0.5636401663
2986	0.5636133781
2987	0.5635683163
2988	0.5635368818
2989	0.5634894786
2990	0.5634585835
2991	0.5634488523
2992	0.5634138082
2993	0.5633835467
2994	0.5633751054
2995	0.5633595747
2996	0.5633339065
2997	0.5633212645
2998	0.5633051257
2999	0.563268722
3000	0.5632258614
3001	0.5631780504
3002	0.5631368804
3003	0.5631067935
3004	0.5630752832
3005	0.5630301438
3006	0.5630161161
3007	0.5629839861
3008	0.5629693216
3009	0.5629412598
3010	0.5629148021
3011	0.5628804607
3012	0.5628607187
3013	0.5628403778
3014	0.5628221185
3015	0.562789101
3016	0.562777847
3017	0.5627476904
3018	0.5627258061
3019	0.5626907744
3020	0.5626608403
3021	0.5626380799
3022	0.5626040547
3023	0.5625413992
3024	0.5625093838
3025	0.5624719977
3026	0.5624423583
3027	0.5624271238
3028	0.5623974485
3029	0.5623864761
3030	0.5623663675
3031	0.5623434318
3032	0.5623129083
3033	0.562238091
3034	0.5621937435
3035	0.5621716257
3036	0.5621603191
3037	0.5621473223
3038	0.5621272332
3039	0.5621147347
3040	0.5620840658
3041	0.5620661159
3042	0.5620482792
3043	0.5619966435
3044	0.5619686833
3045	0.5619379337
3046	0.5619043552
3047	0.5618684801
3048	0.5618233807
3049	0.5618098367
3050	0.561787298
3051	0.5617514358
3052	0.5617172576
3053	0.5616874328
3054	0.5616619496
3055	0.561601135
3056	0.5615661605
3057	0.5615217899
3058	0.5614925159
3059	0.5614819081
3060	0.5614682574
3061	0.5614383412
3062	0.5613841444
3063	0.5613605855
3064	0.5613428814
3065	0.5613265274
3066	0.5612885117
3067	0.5612523999
3068	0.5612092586
3069	0.5611876777
3070	0.5611672038
3071	0.561131683
3072	0.5611163542
3073	0.5610866424
3074	0.5610581528
3075	0.5610359933
3076	0.5610009729
3077	0.56096304
3078	0.5609475224
3079	0.5609214582
3080	0.5609016431
3081	0.5608720184
3082	0.5608453197
3083	0.5608111384
3084	0.560782403
3085	0.5607532123
3086	0.5607183076
3087	0.5606927253
3088	0.5606834112
3089	0.5606662299
3090	0.5606522666
3091	0.5606327871
3092	0.5606149799
3093	0.5605969204
3094	0.5605749
3095	0.5605319338
3096	0.5604627162
3097	0.5604503214
3098	0.5604031617
3099	0.5603765652
3100	0.5603607903
3101	0.5603428198
3102	0.5603204523
3103	0.5602893446
3104	0.560262284
3105	0.5602418361
3106	0.5602052422
3107	0.5601907528
3108	0.5601608975
3109	0.5601364912
3110	0.5601099183
3111	0.5600626157
3112	0.5600318765
3113	0.5600094143
3114	0.5599775156
3115	0.5599466964
3116	0.5599262313
3117	0.5598904576
3118	0.5598714144
3119	0.559849987
3120	0.5598133422
3121	0.5597559007
3122	0.5597412899
3123	0.5597238868
3124	0.5597050847
3125	0.5596732665
3126	0.5596448817
3127	0.5596267445
3128	0.5595911125
3129	0.5595716842
3130	0.5595617027
3131	0.559530394
3132	0.5594910215
3133	0.5594540138
3134	0.5594269304
3135	0.5594028981
3136	0.5593900623
3137	0.5593738898
3138	0.5593361694
3139	0.559303208
3140	0.5592885251
3141	0.5592574197
3142	0.5592449751
3143	0.5592163189
3144	0.5591906103
3145	0.5591631562
3146	0.559125731
3147	0.5591028593
3148	0.5590746413
3149	0.5590546712
3150	0.5590083729
3151	0.5589881932
3152	0.5589662195
3153	0.5589413295
3154	0.5589143289
3155	0.5588957126
3156	0.5588683547
3157	0.5588444922
3158	0.5588266564
3159	0.5587977881
3160	0.5587662488
3161	0.5587382038
3162	0.5586977618
3163	0.5586719486
3164	0.5586467423
3165	0.558616444
3166	0.5586030558
3167	0.5585674073
3168	0.558541023
3169	0.5585273695
3170	0.5584953192
3171	0.5584530341
3172	0.5584440556
3173	0.5584343427
3174	0.5584190015
3175	0.5583991983
3176	0.5583547393
3177	0.5583158032
3178	0.5583019183
3179	0.5582933731
3180	0.5582729871
3181	0.5582216905
3182	0.5582085779
3183	0.5581951862
3184	0.5581617612
3185	0.5581469277
3186	0.5581172616
3187	0.5580891852
3188	0.5580681303
3189	0.5580395184
3190	0.5580310578
3191	0.5580149375
3192	0.5579989765
3193	0.5579539966
3194	0.5579219173
3195	0.5579046917
3196	0.5578634608
3197	0.5578437421
3198	0.5578125158
3199	0.5577903022
3200	0.5577693882
3201	0.55774142
3202	0.5577219837
3203	0.5577017004
3204	0.5576874502
3205	0.5576574205
3206	0.5576396034
3207	0.5576236664
3208	0.55760142
3209	0.5575854283
3210	0.5575484556
3211	0.5575310236
3212	0.55751053
3213	0.5574841661
3214	0.5574683195
3215	0.5574497573
3216	0.5574395066
3217	0.5574190218
3218	0.5574042504
3219	0.557360295
3220	0.5573442603
3221	0.5573154351
3222	0.5572834627
3223	0.5572395071
3224	0.5572040808
3225	0.5571889029
3226	0.5571477002
3227	0.5571188432
3228	0.5571111708
3229	0.5570650589
3230	0.5570485971
3231	0.557034102
3232	0.556989385
3233	0.5569797922
3234	0.5569525062
3235	0.5569369194
3236	0.5569050006
3237	0.5568804646
3238	0.5568494602
3239	0.5568220405
3240	0.5567981775
3241	0.5567800981
3242	0.5567624369
3243	0.5567494374
3244	0.5567121566
3245	0.556688729
3246	0.5566455444
3247	0.5566102117
3248	0.5565906401
3249	0.5565758304
3250	0.5565429392
3251	0.5565304361
3252	0.5565065287
3253	0.5564835687
3254	0.5564505989
3255	0.5564047986
3256	0.5563768483
3257	0.5563428929
3258	0.556325292
3259	0.5562967913
3260	0.5562558782
3261	0.5562189217
3262	0.556192532
3263	0.5561859271
3264	0.5561599804
3265	0.5561358851
3266	0.5561066131
3267	0.5560706125
3268	0.5560338671
3269	0.5560196186
3270	0.5559810972
3271	0.5559595121
3272	0.5559283955
3273	0.5558909724
3274	0.5558671638
3275	0.5558501465
3276	0.5558275544
3277	0.5558201067
3278	0.5557891284
3279	0.5557561051
3280	0.5557258595
3281	0.5556962668
3282	0.5556766861
3283	0.5556210031
3284	0.5555858234
3285	0.5555611266
3286	0.5555259206
3287	0.5555119972
3288	0.5554867841
3289	0.555459542
3290	0.5554340255
3291	0.5554163614
3292	0.555382501
3293	0.5553476521
3294	0.5553248652
3295	0.55529804
3296	0.555263832
3297	0.555239073
3298	0.5552042338
3299	0.5551841602
3300	0.5551570565
3301	0.5551167839
3302	0.5550989919
3303	0.5550571843
3304	0.5550252405
3305	0.5550054985
3306	0.5549768983
3307	0.5549339642
3308	0.554914331
3309	0.5548899493
3310	0.5548760229
3311	0.5548309114
3312	0.5548173556
3313	0.5547947958
3314	0.5547712425
3315	0.5547415882
3316	0.5547229306
3317	0.5546889462
3318	0.5546305185
3319	0.5546117117
3320	0.5545974455
3321	0.5545778611
3322	0.5545631519
3323	0.5545483438
3324	0.5545245801
3325	0.5544996613
3326	0.5544861786
3327	0.5544640288
3328	0.5544147345
3329	0.5543880253
3330	0.5543575928
3331	0.5543277328
3332	0.5543085532
3333	0.5542938616
3334	0.5542692773
3335	0.5542351641
3336	0.5542214958
3337	0.5541990649
3338	0.5541642103
3339	0.5541479981
3340	0.5541261557
3341	0.5540958379
3342	0.5540712354
3343	0.5540596157
3344	0.5540207804
3345	0.553982481
3346	0.5539683086
3347	0.553956265
3348	0.5539086891
3349	0.5538765337
3350	0.5538495221
3351	0.5538330561
3352	0.5538067255
3353	0.5537907214
3354	0.5537712983
3355	0.5537446975
3356	0.5537093099
3357	0.5536824029
3358	0.5536582912
3359	0.5536367194
3360	0.5535912328
3361	0.553555371
3362	0.5535288349
3363	0.5535160045
3364	0.5534867783
3365	0.5534609031
3366	0.5534410184
3367	0.5534164853
3368	0.5533807474
3369	0.5533338328
3370	0.5533223583
3371	0.553305179
3372	0.5532954352
3373	0.55324792
3374	0.5532284755
3375	0.5532095867
3376	0.5531888657
3377	0.553149803
3378	0.5531253063
3379	0.5530994448
3380	0.5530824247
3381	0.5530554621
3382	0.5530461999
3383	0.5530026199
3384	0.5529769304
3385	0.5529554877
3386	0.552942011
3387	0.5529194989
3388	0.5529037116
3389	0.5528689602
3390	0.5528430453
3391	0.5528172599
3392	0.552777462
3393	0.5527487392
3394	0.5527355372
3395	0.5527065315
3396	0.5526800018
3397	0.5526547007
3398	0.5526347762
3399	0.5526062468
3400	0.5525853613
3401	0.5525601698
3402	0.5525322448
3403	0.5525066733
3404	0.5524977098
3405	0.552465982
3406	0.5524426391
3407	0.5524057311
3408	0.5523701915
3409	0.5523540113
3410	0.5523415875
3411	0.5523017089
3412	0.5522816624
3413	0.5522313782
3414	0.5521793924
3415	0.5521667607
3416	0.5521360009
3417	0.5521087242
3418	0.5520810936
3419	0.552070462
3420	0.552058493
3421	0.5520465523
3422	0.5520343152
3423	0.5520127152
3424	0.5519951893
3425	0.5519744809
3426	0.5519590252
3427	0.551926649
3428	0.5518906264
3429	0.5518771948
3430	0.5518629874
3431	0.5518464662
3432	0.5518330021
3433	0.5518169442
3434	0.5517837277
3435	0.5517580482
3436	0.5517279412
3437	0.5516988321
3438	0.5516632055
3439	0.5516367011
3440	0.5516124514
3441	0.5515964808
3442	0.5515855503
3443	0.5515720973
3444	0.5515566066
3445	0.551538143
3446	0.5515115806
3447	0.551471958
3448	0.5514520632
3449	0.5514335632
3450	0.5514184995
3451	0.5514080788
3452	0.5513741677
3453	0.5513515252
3454	0.5513241895
3455	0.5513097884
3456	0.551282062
3457	0.5512472018
3458	0.5512197686
3459	0.5512101447
3460	0.5511899871
3461	0.5511498308
3462	0.5511170232
3463	0.5510869948
3464	0.5510719833
3465	0.5510543745
3466	0.5510314659
3467	0.5510144348
3468	0.55097867
3469	0.5509557692
3470	0.5509460331
3471	0.5509267532
3472	0.5509034503
3473	0.5508831946
3474	0.5508717208
3475	0.5508361162
3476	0.5508172743
3477	0.5507984145
3478	0.5507802401
3479	0.5507457295
3480	0.5507247555
3481	0.5506998791
3482	0.5506646106
3483	0.5506384523
3484	0.5506131133
3485	0.5505937633
3486	0.5505718618
3487	0.5505513398
3488	0.550529617
3489	0.5505068716
3490	0.5504716352
3491	0.5504513422
3492	0.550421121
3493	0.5503960111
3494	0.550362272
3495	0.5503252465
3496	0.5503168818
3497	0.5502876422
3498	0.5502734622
3499	0.5502465463
3500	0.5502356479
3501	0.5501914573
3502	0.5501768931
3503	0.5501434294
3504	0.5501122186
3505	0.5500926163
3506	0.5500555463
3507	0.5500360092
3508	0.5500037186
3509	0.5499542965
3510	0.5499377448
3511	0.5499135129
3512	0.5498831053
3513	0.5498547967
3514	0.549819534
3515	0.5497899613
3516	0.5497724662
3517	0.549761127
3518	0.549737013
3519	0.5497143969
3520	0.5496867017
3521	0.5496583527
3522	0.5496314323
3523	0.5496235164
3524	0.5496074797
3525	0.5495888508
3526	0.5495539716
3527	0.5495195771
3528	0.5495031362
3529	0.5494849835
3530	0.5494640577
3531	0.5494386854
3532	0.5494066555
3533	0.5493897998
3534	0.5493464767
3535	0.5493228752
3536	0.5493023838
3537	0.5492802863
3538	0.5492603805
3539	0.5492209827
3540	0.5491860042
3541	0.5491521147
3542	0.5491284256
3543	0.5490935853
3544	0.5490841882
3545	0.5490708733
3546	0.5490654218
3547	0.5490270347
3548	0.5490064985
3549	0.5489678118
3550	0.5489457115
3551	0.5489042587
3552	0.5488662256
3553	0.5488251283
3554	0.548787843
3555	0.5487567737
3556	0.5487117835
3557	0.5486699833
3558	0.5486345839
3559	0.548611403
3560	0.5485831144
3561	0.5485693914
3562	0.5485277955
3563	0.5485067778
3564	0.5484602306
3565	0.5484424288
3566	0.5484071668
3567	0.5483806604
3568	0.5483600818
3569	0.5483328794
3570	0.5483047979
3571	0.5482851737
3572	0.5482571754
3573	0.5482354119
3574	0.5482161119
3575	0.5481963761
3576	0.5481760533
3577	0.5481580146
3578	0.5481386281
3579	0.5481189306
3580	0.5480964353
3581	0.5480819375
3582	0.5480765475
3583	0.5480637123
3584	0.5480354681
3585	0.5480187453
3586	0.5480058865
3587	0.5479868869
3588	0.5479701058
3589	0.547942766
3590	0.5478977276
3591	0.547880658
3592	0.5478668266
3593	0.5478307668
3594	0.5478052874
3595	0.5477668289
3596	0.5477529936
3597	0.5477313143
3598	0.5477017752
3599	0.5476929365
3600	0.5476699258
3601	0.5476414153
3602	0.5476272602
3603	0.5475953259
3604	0.5475764661
3605	0.5475660953
3606	0.5475470083
3607	0.5475285708
3608	0.5475039268
3609	0.5474893503
3610	0.5474797657
3611	0.5474485812
3612	0.5474302441
3613	0.5474249249
3614	0.5473788198
3615	0.5473678337
3616	0.5473417734
3617	0.5473170213
3618	0.5473063806
3619	0.5472764447
3620	0.5472553491
3621	0.5472428564
3622	0.5472266438
3623	0.5472017679
3624	0.5471789381
3625	0.5471425422
3626	0.5471104281
3627	0.5470925346
3628	0.5470776155
3629	0.5470568268
3630	0.547035762
3631	0.5470258211
3632	0.5470187442
3633	0.5469863518
3634	0.5469488541
3635	0.5469263965
3636	0.5469089453
3637	0.5468928118
3638	0.5468425578
3639	0.5468208138
3640	0.546807233
3641	0.5467919886
3642	0.5467640509
3643	0.5467299928
3644	0.5466983826
3645	0.5466788401
3646	0.5466590936
3647	0.546645039
3648	0.5466297641
3649	0.5466182803
3650	0.546599294
3651	0.5465893509
3652	0.5465665903
3653	0.5465405064
3654	0.5465225675
3655	0.5464921512
3656	0.5464538483
3657	0.5464446214
3658	0.5463911538
3659	0.5463682818
3660	0.5463507572
3661	0.5463355078
3662	0.5463162013
3663	0.5462964463
3664	0.5462798032
3665	0.5462647482
3666	0.5462400472
3667	0.5462162734
3668	0.5462045838
3669	0.5461774993
3670	0.5461612044
3671	0.5461455531
3672	0.5461188457
3673	0.5461080165
3674	0.5460870635
3675	0.5460631113
3676	0.5460334603
3677	0.5460178868
3678	0.5460018648
3679	0.5459819478
3680	0.5459516011
3681	0.5459212962
3682	0.5458797955
3683	0.5458465521
3684	0.5458171066
3685	0.5457989181
3686	0.5457756515
3687	0.5457549847
3688	0.5457266876
3689	0.545707986
3690	0.5456837857
3691	0.5456597986
3692	0.5456336988
3693	0.5455847158
3694	0.5455579554
3695	0.5455328237
3696	0.5455088646
3697	0.5454860857
3698	0.5454527598
3699	0.5454427414
3700	0.5453965657
3701	0.545366268
3702	0.5453427681
3703	0.5452986349
3704	0.5452779007
3705	0.5452552774
3706	0.5452222214
3707	0.5451918497
3708	0.5451551912
3709	0.5451342056
3710	0.5451180334
3711	0.5450994007
3712	0.5450653774
3713	0.5450407017
3714	0.5450225411
3715	0.5449759956
3716	0.5449666949
3717	0.5449456677
3718	0.5449235455
3719	0.5449009267
3720	0.5448780807
3721	0.5448510434
3722	0.544827187
3723	0.544813355
3724	0.5447888534
3725	0.5447699872
3726	0.5447418986
3727	0.5447171358
3728	0.544698751
3729	0.544684494
3730	0.5446580475
3731	0.5446437467
3732	0.5446225337
3733	0.5445987396
3734	0.5445774161
3735	0.5445531671
3736	0.5445210521
3737	0.5444974739
3738	0.5444759838
3739	0.5444387522
3740	0.5444044082
3741	0.5443846848
3742	0.5443638649
3743	0.5443560705
3744	0.544318755
3745	0.5443055492
3746	0.5442678852
3747	0.5442572141
3748	0.5442341352
3749	0.5442196096
3750	0.5442037319
3751	0.5441876584
3752	0.5441579593
3753	0.5441436317
3754	0.5441080986
3755	0.5440889679
3756	0.5440349686
3757	0.5440118936
3758	0.5439739813
3759	0.5439623069
3760	0.5439224145
3761	0.5439060599
3762	0.5438779264
3763	0.5438648326
3764	0.5438358167
3765	0.5438111292
3766	0.5437818909
3767	0.543761092
3768	0.5437424316
3769	0.5437255211
3770	0.5437057169
3771	0.5436651818
3772	0.5436419107
3773	0.5436166067
3774	0.5436032457
3775	0.5435945242
3776	0.5435722558
3777	0.5435545004
3778	0.5435246744
3779	0.5435075657
3780	0.5434664461
3781	0.5434496237
3782	0.5434374723
3783	0.5434170407
3784	0.5434004091
3785	0.5433889897
3786	0.5433632018
3787	0.5433281882
3788	0.5432980829
3789	0.5432859135
3790	0.5432729603
3791	0.5432433644
3792	0.5432208252
3793	0.5432093911
3794	0.5431855326
3795	0.5431464025
3796	0.543115005
3797	0.5430883767
3798	0.543066774
3799	0.5430261367
3800	0.5430104624
3801	0.5429710761
3802	0.542938398
3803	0.542910901
3804	0.5428767627
3805	0.5428501968
3806	0.5428241776
3807	0.5427951181
3808	0.5427751353
3809	0.5427643009
3810	0.5427544558
3811	0.5427404881
3812	0.542724947
3813	0.5426873812
3814	0.542642579
3815	0.5426312253
3816	0.5426190139
3817	0.5425911488
3818	0.5425739394
3819	0.5425474676
3820	0.5425191798
3821	0.5424932134
3822	0.5424664185
3823	0.5424352648
3824	0.5424090119
3825	0.5423919889
3826	0.5423729397
3827	0.542348076
3828	0.5423293993
3829	0.542302234
3830	0.5422806833
3831	0.5422668591
3832	0.5422584618
3833	0.5422438045
3834	0.5422121668
3835	0.5421823291
3836	0.5421555815
3837	0.5421416559
3838	0.5421186063
3839	0.5421029409
3840	0.5420686568
3841	0.5420447721
3842	0.5420028565
3843	0.5419600243
3844	0.541932822
3845	0.5419198413
3846	0.5419120429
3847	0.5418922953
3848	0.5418664232
3849	0.5418423624
3850	0.5418195117
3851	0.5418026835
3852	0.5417953518
3853	0.5417741147
3854	0.5417620718
3855	0.5417359749
3856	0.5417186259
3857	0.5416917123
3858	0.5416456455
3859	0.5416324825
3860	0.5416213362
3861	0.5415986773
3862	0.5415827393
3863	0.5415684719
3864	0.5415579517
3865	0.541530054
3866	0.5415085755
3867	0.5414951077
3868	0.5414837163
3869	0.54146308
3870	0.5414445133
3871	0.5414104724
3872	0.5413964586
3873	0.5413841966
3874	0.5413668646
3875	0.5413389246
3876	0.5413130336
3877	0.5412933208
3878	0.541270047
3879	0.5412520852
3880	0.5412314973
3881	0.5412153565
3882	0.5411901411
3883	0.5411663425
3884	0.5411472175
3885	0.5411346372
3886	0.5411209895
3887	0.541091158
3888	0.5410721127
3889	0.5410553018
3890	0.5410301197
3891	0.5410035269
3892	0.5409725776
3893	0.5409551039
3894	0.5409391828
3895	0.5409167622
3896	0.5408886432
3897	0.5408403183
3898	0.5408085655
3899	0.5407872568
3900	0.540776833
3901	0.5407589973
3902	0.540726907
3903	0.540705707
3904	0.540691404
3905	0.5406810189
3906	0.540660515
3907	0.5406414955
3908	0.5406147689
3909	0.5405932513
3910	0.5405856571
3911	0.5405528705
3912	0.5405045229
3913	0.5404880257
3914	0.5404736135
3915	0.5404593242
3916	0.5404333488
3917	0.5404068776
3918	0.5403685366
3919	0.5403280638
3920	0.5402963094
3921	0.5402485886
3922	0.5402327488
3923	0.5402084084
3924	0.540170389
3925	0.5401422958
3926	0.5401266595
3927	0.5400846321
3928	0.5400521444
3929	0.5400391465
3930	0.5399770957
3931	0.5399517178
3932	0.5399418733
3933	0.539910146
3934	0.5398755155
3935	0.5398527612
3936	0.5398295027
3937	0.5398116027
3938	0.539800603
3939	0.5397776998
3940	0.5397603031
3941	0.5397465061
3942	0.5397199413
3943	0.5397051015
3944	0.5396894598
3945	0.5396708138
3946	0.5396606616
3947	0.5396349011
3948	0.5396209908
3949	0.5395999445
3950	0.5395858196
3951	0.5395741135
3952	0.5395604315
3953	0.5395237766
3954	0.5394976446
3955	0.5394780719
3956	0.5394538103
3957	0.539434188
3958	0.5394082468
3959	0.5393845294
3960	0.5393604642
3961	0.5393403741
3962	0.5393297575
3963	0.5392845451
3964	0.539267163
3965	0.5392587669
3966	0.5392302482
3967	0.5392151569
3968	0.5391725196
3969	0.5391462284
3970	0.5391191157
3971	0.5390966527
3972	0.5390723906
3973	0.5390161142
3974	0.5389958187
3975	0.5389757018
3976	0.538951127
3977	0.5389377989
3978	0.5389182403
3979	0.5389008561
3980	0.5388689779
3981	0.5388558211
3982	0.5388337656
3983	0.5388055792
3984	0.5387860858
3985	0.5387684991
3986	0.5387405956
3987	0.5387262133
3988	0.5387016869
3989	0.5386826148
3990	0.5386618408
3991	0.5386380897
3992	0.5386137912
3993	0.5385944293
3994	0.5385668544
3995	0.5385363565
3996	0.5384846641
3997	0.5384677407
3998	0.5384233797
3999	0.5383953211
4000	0.5383803546
4001	0.5383548895
4002	0.5383362665
4003	0.5382992373
4004	0.5382874694
4005	0.5382681923
4006	0.5382498543
4007	0.5382232069
4008	0.5381860655
4009	0.5381547783
4010	0.5381316361
4011	0.538114991
4012	0.5380841556
4013	0.5380622486
4014	0.5380357685
4015	0.5380121219
4016	0.5379891694
4017	0.5379524835
4018	0.5379472166
4019	0.5379274789
4020	0.5379046798
4021	0.5378444069
4022	0.5378283666
4023	0.5377843277
4024	0.5377676487
4025	0.5377388077
4026	0.5376980866
4027	0.5376819033
4028	0.5376674538
4029	0.5376625883
4030	0.537649265
4031	0.5376371038
4032	0.5376279397
4033	0.5375995021
4034	0.5375767146
4035	0.5375498191
4036	0.5375109995
4037	0.5374897008
4038	0.537469252
4039	0.5374486259
4040	0.5374102112
4041	0.5373909693
4042	0.5373760759
4043	0.5373583312
4044	0.5373199049
4045	0.53730891
4046	0.5372869107
4047	0.5372668012
4048	0.537245026
4049	0.5372331626
4050	0.5372014465
4051	0.5371834098
4052	0.5371698066
4053	0.5371494404
4054	0.5371423595
4055	0.5371232565
4056	0.5370954894
4057	0.5370722879
4058	0.5370621996
4059	0.5370434662
4060	0.5370186864
4061	0.5370036151
4062	0.5369964085
4063	0.5369812581
4064	0.5369591673
4065	0.5369252397
4066	0.5369040433
4067	0.5368933357
4068	0.5368764272
4069	0.5368414995
4070	0.5368262838
4071	0.5368097488
4072	0.5367798893
4073	0.5367519037
4074	0.5367361617
4075	0.5367175864
4076	0.5367021371
4077	0.536687716
4078	0.5366708333
4079	0.5366559842
4080	0.5366290144
4081	0.5366118672
4082	0.5365881511
4083	0.5365727707
4084	0.536538197
4085	0.5365323297
4086	0.536509312
4087	0.5364919949
4088	0.5364754758
4089	0.5364480536
4090	0.5364280664
4091	0.5363907635
4092	0.5363783592
4093	0.5363682939
4094	0.5363311682
4095	0.5362998199
4096	0.5362817619
4097	0.5362556105
4098	0.5362193138
4099	0.5361944592
4100	0.5361682089
4101	0.536151627
4102	0.5361317741
4103	0.5361239953
4104	0.5361040462
4105	0.5360811339
4106	0.5360656976
4107	0.5360587001
4108	0.5360415314
4109	0.5360215514
4110	0.5359983324
4111	0.535990138
4112	0.5359734578
4113	0.5359534499
4114	0.535917415
4115	0.5358935889
4116	0.5358615066
4117	0.5358430712
4118	0.5358173592
4119	0.5357839174
4120	0.5357658158
4121	0.5357355067
4122	0.5357196812
4123	0.5357021719
4124	0.5356906645
4125	0.535679013
4126	0.535655312
4127	0.5356279635
4128	0.5356114446
4129	0.535584975
4130	0.5355731405
4131	0.5355547716
4132	0.5355363698
4133	0.535503808
4134	0.5354863338
4135	0.5354744564
4136	0.5354513419
4137	0.535423054
4138	0.5354035621
4139	0.5353902759
4140	0.5353741621
4141	0.5353627913
4142	0.5353435397
4143	0.5353134917
4144	0.5352966691
4145	0.5352840109
4146	0.5352615768
4147	0.5352515178
4148	0.5352351466
4149	0.5351982748
4150	0.5351815984
4151	0.5351679045
4152	0.5351501589
4153	0.5351304056
4154	0.5351233835
4155	0.535098318
4156	0.535068446
4157	0.5350484092
4158	0.5350331267
4159	0.5350017354
4160	0.5349820892
4161	0.534965215
4162	0.53494469
4163	0.5349231776
4164	0.5348975616
4165	0.5348832175
4166	0.5348726594
4167	0.5348478202
4168	0.5348269459
4169	0.5347941674
4170	0.5347836557
4171	0.5347628275
4172	0.534736828
4173	0.5347154643
4174	0.5346900516
4175	0.5346330192
4176	0.5346132297
4177	0.5345939318
4178	0.5345744038
4179	0.5345534887
4180	0.5345349311
4181	0.5345104605
4182	0.5344959133
4183	0.5344750928
4184	0.5344421838
4185	0.5344026971
4186	0.5343824842
4187	0.5343548214
4188	0.5343436307
4189	0.5343201402
4190	0.5343010903
4191	0.534263048
4192	0.5342340844
4193	0.5342135056
4194	0.5341868637
4195	0.5341680406
4196	0.5341524042
4197	0.5341193784
4198	0.5340921457
4199	0.5340643863
4200	0.5340441944
4201	0.5340282613
4202	0.5340130533
4203	0.5339908355
4204	0.5339817104
4205	0.5339716675
4206	0.5339622222
4207	0.5339431356
4208	0.5339199635
4209	0.5339097659
4210	0.5338820821
4211	0.5338749625
4212	0.5338530113
4213	0.5338374625
4214	0.5338231006
4215	0.5338117845
4216	0.5337956427
4217	0.5337800701
4218	0.5337627256
4219	0.5337403644
4220	0.5337227323
4221	0.5337052504
4222	0.533677147
4223	0.5336507169
4224	0.5336365907
4225	0.5336183364
4226	0.5335987714
4227	0.533588245
4228	0.5335542035
4229	0.5335303943
4230	0.5335149347
4231	0.5334951839
4232	0.5334818491
4233	0.5334648023
4234	0.5334325374
4235	0.5334143566
4236	0.5333759868
4237	0.5333425554
4238	0.5333162308
4239	0.5333029532
4240	0.533279678
4241	0.5332629931
4242	0.5332420119
4243	0.5332190046
4244	0.5332020731
4245	0.5331699243
4246	0.5331556641
4247	0.5331306346
4248	0.5331055012
4249	0.5330783074
4250	0.5330568291
4251	0.5330284958
4252	0.5330184093
4253	0.532992233
4254	0.5329652623
4255	0.5329399316
4256	0.5329182221
4257	0.5329119838
4258	0.532895519
4259	0.5328687556
4260	0.5328396913
4261	0.5328211477
4262	0.5328004093
4263	0.5327756495
4264	0.532746866
4265	0.5327363409
4266	0.532722147
4267	0.5326899863
4268	0.5326742474
4269	0.5326583328
4270	0.5326404434
4271	0.5326140189
4272	0.5325945347
4273	0.532573767
4274	0.5325450234
4275	0.5325156323
4276	0.5324960919
4277	0.5324611292
4278	0.5324329993
4279	0.5324183772
4280	0.5324012837
4281	0.532392087
4282	0.5323819436
4283	0.5323536033
4284	0.5323162007
4285	0.5322632822
4286	0.5322523129
4287	0.5322317767
4288	0.5322023276
4289	0.532182607
4290	0.5321632921
4291	0.5321442011
4292	0.5321234666
4293	0.5321103207
4294	0.5320481104
4295	0.5320247024
4296	0.5320048251
4297	0.5319834412
4298	0.5319702066
4299	0.5319501111
4300	0.5319258738
4301	0.531908759
4302	0.5318766206
4303	0.5318627072
4304	0.5318355149
4305	0.5318252164
4306	0.5317824924
4307	0.531759863
4308	0.5317395867
4309	0.5317276553
4310	0.5317057318
4311	0.5316822766
4312	0.531659624
4313	0.5316420371
4314	0.5316292694
4315	0.5316106738
4316	0.5315992845
4317	0.5315743936
4318	0.531564911
4319	0.5315487525
4320	0.5315289995
4321	0.5315034049
4322	0.5314817435
4323	0.5314542337
4324	0.5314220261
4325	0.531388155
4326	0.5313714862
4327	0.5313533691
4328	0.5313267797
4329	0.5313064568
4330	0.531286302
4331	0.5312661636
4332	0.5312336613
4333	0.5312204026
4334	0.5312040324
4335	0.5311815943
4336	0.5311621156
4337	0.531134476
